AgentID	Epoch	MeanEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	MeanVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	loss_policy	loss_critic	loss_predictor	LocLoss	Entropy	kl_divergence	ClipFrac	DoneCount	OutOfBound	stop_iteration	Time
0	0	-22.752498626708984	12.514181	-7.66	-41.63	111.0	0.04385956923166911	0.0018717863	0.049380578	0.040142745	480	0.03720521181821823	63.78145217895508	0.0	0.0	2.0593743324279785	-0.0014797868207097054	0.1599099040031433	0.5	4.5	39.0	341.34097051620483
0	1	-24.417499542236328	11.582011	-7.59	-36.47	113.75	-16.42764892578125	6.5678887	-5.4969783	-27.652353	960	0.0024203509092330933	11.74515151977539	0.0	0.0	2.0440785884857178	0.008570563048124313	0.06593406945466995	0.5	18.0	39.0	507.30197501182556
0	2	-12.914999008178711	11.39	-2.37	-31.31	98.5	-21.00864054361979	1.2484719	-17.945736	-24.116636	1440	0.005118464585393667	11.506381034851074	0.0	0.0	2.052581310272217	0.0050197564996778965	0.22588832676410675	0.25	9.25	39.0	650.526230096817
0	3	-30.327499389648438	6.486125	-24.0	-40.31	120.0	-14.8788330078125	0.789355	-13.500989	-16.399656	1920	-0.015186643227934837	11.105193138122559	0.0	0.0	2.0609076023101807	0.0021183190401643515	0.02500000037252903	0.0	45.0	39.0	825.965761423111
0	4	-24.357500076293945	7.107621	-14.51	-34.510002	120.0	-23.011539713541666	0.5431333	-22.0657	-24.744844	2400	-0.025174949318170547	7.886684894561768	0.0	0.0	2.058039665222168	0.01635590009391308	0.18333333730697632	0.0	44.0	39.0	1002.6486871242523
0	5	-12.772499084472656	11.033323	-2.07	-30.94	106.75	-20.953767903645833	0.5942633	-19.990294	-22.68846	2880	-0.15295398235321045	23.68473243713379	0.0	0.0	2.0544497966766357	0.0037790837232023478	0.2786885201931	0.3333333333333333	1.3333333333333333	39.0	1158.2965745925903
0	6	-13.838333129882812	15.929006	0.03000002	-43.6	77.0	-12.366823323567708	0.84940946	-10.366119	-14.49843	3360	-0.02200276218354702	19.630191802978516	0.0	0.0	2.0225305557250977	0.03682566434144974	0.2229437232017517	0.0	4.0	39.0	1329.4741735458374
0	7	-20.790000915527344	4.4953146	-13.05	-23.960001	120.0	-16.889594523111978	2.9882107	-12.048507	-23.34843	3840	-0.034293483942747116	1.8356736898422241	0.0	0.0	2.0124399662017822	0.018995797261595726	0.3333333432674408	0.0	10.0	39.0	1504.8608589172363
0	8	-17.887500762939453	10.810815	0.2700001	-27.66	106.0	-16.637662760416667	2.2132368	-11.320157	-22.282982	4320	-0.14915674924850464	10.031791687011719	0.0	0.0	2.014859199523926	-0.0009276400087401271	0.22641509771347046	0.0	0.5	39.0	1673.490532875061
0	9	-16.745999145507813	10.327513	0.29000002	-26.78	94.6	-16.474869791666666	3.3292203	-10.298378	-23.41667	4800	-0.009159253910183907	10.785439491271973	0.0	0.0	1.9730945825576782	0.031452301889657974	0.35517969727516174	0.6666666666666666	9.0	39.0	1852.48251247406
0	10	-13.992500305175781	9.183979	-3.4199998	-25.71	104.5	-10.99980977376302	3.4173455	-2.00542	-17.871567	5280	-0.10970256477594376	4.843432426452637	0.0	0.0	1.8538581132888794	-0.0021613547578454018	0.15071770548820496	0.0	35.0	39.0	2004.8120565414429
0	11	-16.787498474121094	8.732277	-2.7	-25.23	100.5	-15.389046223958333	1.1973907	-12.390875	-17.87296	5760	-0.10584694892168045	3.9690651893615723	0.0	0.0	1.951431155204773	0.009827760048210621	0.3557213842868805	0.0	12.0	39.0	2160.734398841858
0	12	-11.205999755859375	6.858751	0.53000003	-19.63	94.2	-16.70479532877604	1.5014802	-12.98307	-20.049292	6240	-0.04741543158888817	2.851503849029541	0.0	0.0	1.8706589937210083	0.013870185241103172	0.2144373655319214	0.0	25.0	39.0	2333.0799100399017
0	13	-16.975000381469727	11.7243595	1.3000001	-30.9	93.25	-14.152276611328125	1.2506303	-11.767447	-17.065004	6720	-0.03853227198123932	2.160581350326538	0.0	0.0	1.9104881286621094	0.0011813228484243155	0.24128685891628265	0.5	31.0	39.0	2469.0189950466156
0	14	-6.704999923706055	6.9247403	3.3400002	-13.7	92.25	-19.5997314453125	1.1596043	-14.759786	-22.164244	7200	-0.25231459736824036	3.749352216720581	0.0	0.0	1.7143713235855103	0.007901648059487343	0.3062330484390259	0.0	46.666666666666664	39.0	2603.274312019348
0	15	-15.129999160766602	7.138445	-7.19	-26.71	118.0	-8.75389404296875	1.5052054	-5.8478827	-11.94567	7680	-0.030452797189354897	6.48453950881958	0.0	0.0	1.946961522102356	0.02203858643770218	0.21610169112682343	0.0	20.5	39.0	2776.9029638767242
0	16	-9.295000076293945	9.952905	1.0600001	-24.64	77.66666666666667	-17.0022705078125	2.2800088	-7.8044643	-20.995321	8160	-0.0040270667523145676	4.161782264709473	0.0	0.0	1.9219125509262085	0.012683704495429993	0.16309012472629547	0.4	4.0	39.0	2959.6313240528107
0	17	-24.817501068115234	10.765933	-14.52	-42.87	120.0	-11.615028889973958	2.3275287	-6.582205	-15.981066	8640	-0.04276370629668236	12.08323860168457	0.0	0.0	1.8904423713684082	-0.0034611308947205544	0.26249998807907104	0.0	46.0	39.0	3135.915799856186
0	18	-11.608000183105469	11.154114	2.3600001	-24.57	84.8	-19.37547403971354	4.8505917	-5.735555	-25.129543	9120	-0.0006457791896536946	5.87066125869751	0.0	0.0	1.8450310230255127	0.009087023325264454	0.25235849618911743	0.25	9.75	39.0	3290.081988096237
0	19	-13.844999313354492	8.672248	-1.4	-23.38	106.75	-16.051432291666668	2.659365	-10.921253	-20.54773	9600	-0.10142673552036285	8.062378883361816	0.0	0.0	1.84814453125	0.012945487163960934	0.18501171469688416	0.5	8.0	39.0	3445.4044423103333
0	20	-9.459999084472656	9.88002	2.8400002	-20.119999	94.5	-14.429526774088542	3.192457	-8.304482	-22.995161	10080	-0.1757374107837677	4.847317218780518	0.0	0.0	1.726469874382019	-0.004678715486079454	0.20370370149612427	0.0	12.333333333333334	39.0	3583.171394586563
0	21	-24.75749969482422	7.3866477	-14.67	-32.78	120.0	-10.425974527994791	2.4165442	-4.1852226	-14.02019	10560	-0.04967566207051277	6.970778942108154	0.0	0.0	1.7943881750106812	0.01226040069013834	0.3229166567325592	0.0	44.0	39.0	3759.380737543106
0	22	-8.672000122070312	6.2420425	0.55	-15.28	91.8	-23.865763346354168	2.9731138	-17.658857	-29.525784	11040	-0.0577520988881588	8.368889808654785	0.0	0.0	1.8186510801315308	0.046582676470279694	0.3180827796459198	0.3333333333333333	15.0	39.0	3926.687272310257
0	23	-13.359999656677246	8.2670765	-2.02	-22.11	111.25	-11.264162190755208	0.86134833	-9.196514	-13.397243	11520	-0.05400800332427025	7.75275993347168	0.0	0.0	1.7436935901641846	0.013780985958874226	0.20224718749523163	0.3333333333333333	27.333333333333332	39.0	4088.6812901496887
0	24	-17.747499465942383	7.3743825	-11.25	-30.25	115.5	-13.854435221354167	2.4232345	-7.884043	-17.920998	12000	-0.01603114791214466	8.188708305358887	0.0	0.0	1.5602959394454956	0.04357372224330902	0.268398255109787	0.5	77.0	39.0	4259.531826019287
0	25	-9.572000122070312	8.07138	0.96000004	-16.97	92.2	-14.053019205729166	2.076508	-10.942234	-18.606724	12480	-0.03809170052409172	3.877652406692505	0.0	0.0	1.782028317451477	0.011236780323088169	0.35574838519096375	0.3333333333333333	10.666666666666666	39.0	4428.749422311783
0	26	-15.585000038146973	5.3582573	-10.0	-23.99	120.0	-10.3457275390625	0.9991471	-8.450211	-13.056993	12960	-0.057059455662965775	7.49395751953125	0.0	0.0	1.8138768672943115	0.005555327516049147	0.28125	0.0	82.0	39.0	4605.693877696991
0	27	-15.460000038146973	8.383272	-2.6999998	-22.99	111.75	-14.040353393554687	1.5259829	-10.944334	-17.622114	13440	0.12783458828926086	8.894240379333496	0.0	0.0	1.8675940036773682	0.0331527404487133	0.26621922850608826	0.0	45.0	39.0	4767.921751022339
0	28	-12.195000648498535	5.326526	-7.34	-20.460001	116.5	-12.314689127604167	1.5993562	-6.137518	-15.468076	13920	-0.05382919684052467	4.021256446838379	0.0	0.0	1.7127618789672852	0.02296294830739498	0.2682403326034546	0.5	24.0	39.0	4937.1037809848785
0	29	-19.517499923706055	13.448463	-2.4299998	-38.91	100.5	-9.9437255859375	1.1628838	-7.7834034	-13.069316	14400	-0.13539239764213562	6.149532318115234	0.0	0.0	1.5428597927093506	0.017652932554483414	0.2860696613788605	0.3333333333333333	44.333333333333336	39.0	5083.22899723053
0	30	-14.694999694824219	7.918954	-2.8899999	-24.57	104.0	-17.662166341145834	4.5786614	-9.461572	-25.753666	14880	0.05950229614973068	6.5692362785339355	0.0	0.0	1.7179946899414062	0.029070109128952026	0.2764423191547394	0.5	18.5	39.0	5237.574474573135
0	31	-12.181999969482423	16.821024	1.48	-41.29	72.8	-11.310841878255209	1.6048204	-9.055432	-16.61026	15360	-0.1878218948841095	18.891830444335938	0.0	0.0	1.585520625114441	0.02681143395602703	0.19505494832992554	0.25	34.25	39.0	5371.5361540317535
0	32	-6.75	5.9407845	0.62000006	-13.49	89.4	-17.542470296223957	7.2995048	-4.3139296	-31.323505	15840	-0.08771780878305435	14.604686737060547	0.0	0.0	1.4451472759246826	0.02709030918776989	0.2975391447544098	0.3333333333333333	61.666666666666664	39.0	5534.589391469955
0	33	-8.55999984741211	9.486219	1.5600001	-20.64	78.6	-9.891595458984375	1.8633841	-5.4302278	-12.929856	16320	-0.3120978772640228	4.578587532043457	0.0	0.0	1.3397727012634277	-0.004769462626427412	0.21374045312404633	0.25	46.75	39.0	5676.669907808304
0	34	-15.53749942779541	4.785579	-8.4	-21.89	120.0	-17.81973876953125	4.804436	-9.70422	-27.058617	16800	-0.04851100221276283	3.725773572921753	0.0	0.0	1.499990463256836	0.040086787194013596	0.2979166805744171	0.0	112.0	39.0	5851.11318731308
