AgentID	Epoch	MeanVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	loss_policy	loss_critic	loss_predictor	LocLoss	Entropy	kl_divergence	ClipFrac	OutOfBound	stop_iteration	MeanEpRet	StdEpRet	MaxEpRet	MinEpRet	DoneCount	EpLen	Time
0	0	0.13186388810475666	0.02715357	0.20790395	0.058185197	480	1.9066104888916016	328.0326843261719	0.1268077790737152	500.7506103515625	2.054769277572632	0.020852165296673775	0.0	3.0	40.0	-35.900001525878906	8.684633	-25.28	-47.13	0.0	120.0	114.73530697822571
0	1	-0.10089144706726075	0.06744002	0.09995421	-0.23166656	960	2.6638259887695312	322.2424011230469	0.09738942980766296	582.5051879882812	2.037785768508911	0.02525762841105461	0.3166666626930237	26.0	40.0	-40.37000274658203	11.665527	-20.210001	-48.02	0.0	120.0	225.3693504333496
0	2	-0.5723310470581054	0.10786293	-0.1942607	-0.8446447	1440	4.663318634033203	320.5920104980469	0.038116104900836945	136.18333435058594	2.0049757957458496	-0.034439265727996826	0.4416666626930237	54.0	40.0	-56.94000244140625	9.701656	-47.15	-73.07	0.0	120.0	335.70149993896484
0	3	-1.7156265258789063	0.20940603	-0.44588262	-2.1011338	1920	2.1357922554016113	582.5470581054688	0.08854219317436218	425.2705383300781	2.035503625869751	0.033712830394506454	0.125	49.0	40.0	-39.084999084472656	16.21709	-21.18	-63.69	0.0	103.25	446.35340666770935
0	4	-3.0626449584960938	0.23874843	-0.8025087	-3.1903653	2400	2.7558488845825195	149.20932006835938	0.11977067589759827	478.277099609375	2.0463879108428955	0.024678941816091537	0.13333334028720856	23.0	40.0	-45.279998779296875	10.0944805	-35.42	-61.37	0.0	120.0	556.7027816772461
0	5	-4.076204681396485	0.25642136	-1.4393451	-4.1470537	2880	2.4615230560302734	340.7135314941406	0.15381008386611938	591.4810791015625	2.022529363632202	0.04454832896590233	0.46666666865348816	27.0	40.0	-47.69499969482422	8.642512	-32.84	-54.2	0.0	120.0	667.2648327350616
0	6	-4.751860555013021	0.29209417	-1.3867584	-4.8201447	3360	3.4814209938049316	326.3999328613281	0.11827686429023743	645.2587280273438	2.006294012069702	0.02945830300450325	0.10000000149011612	40.0	40.0	-50.72999572753906	15.0076885	-29.44	-71.21	0.0	120.0	778.2912673950195
0	7	-5.40985107421875	0.3378762	-1.9104223	-5.47615	3840	0.9742358922958374	491.5001220703125	0.16351816058158875	612.40576171875	1.9748847484588623	0.04094172269105911	0.2666666805744171	8.0	40.0	-30.407501220703125	18.151249	-11.16	-60.26	0.0	108.25	889.1957132816315
0	8	-5.813272603352865	0.24951364	-2.525614	-5.852614	4320	1.6406186819076538	199.0673828125	0.15021279454231262	296.31103515625	1.9343199729919434	0.03682749718427658	0.09166666865348816	8.0	40.0	-40.37000274658203	13.483488	-22.35	-59.44	0.0	120.0	999.7628695964813
0	9	-6.1949920654296875	0.32939747	-2.7152765	-6.2542953	4800	0.7170447111129761	20.896312713623047	0.05991073697805405	300.98101806640625	1.858893632888794	-0.0034014591947197914	0.17499999701976776	55.0	40.0	-31.337501525878906	12.914198	-18.19	-52.0	0.0	116.0	1110.252626657486
0	10	-6.498747253417969	0.30971006	-2.8005154	-6.5458536	5280	2.2519829273223877	371.6885681152344	0.04527336731553078	441.7983703613281	1.8792262077331543	0.02556644193828106	0.0	116.0	40.0	-45.287498474121094	10.2232685	-29.59	-55.56	0.0	120.0	1220.7111899852753
0	11	-6.9946034749348955	0.26243094	-3.9036777	-7.0321107	5760	1.8029687404632568	304.3453063964844	0.12783165276050568	1020.0253295898438	1.8165024518966675	0.014941433444619179	0.03333333507180214	90.0	40.0	-39.94750213623047	8.675847	-26.93	-47.93	0.0	120.0	1330.8837847709656
0	12	-7.4838612874348955	0.26204622	-4.331067	-7.519755	6240	2.302229404449463	5.770143032073975	0.2344147264957428	829.5986938476562	1.81626558303833	-0.0046799760311841965	0.0	76.0	40.0	-44.182498931884766	18.594618	-15.96	-62.46	0.0	120.0	1441.4848625659943
0	13	-7.956452433268229	0.2414894	-4.446596	-7.987368	6720	0.8606401085853577	39.99576950073242	0.15742087364196777	712.57373046875	1.689317226409912	-0.008062377572059631	0.30000001192092896	52.0	40.0	-34.59000015258789	9.453485	-27.25	-50.489998	0.0	120.0	1551.9808349609375
0	14	-8.28986307779948	0.2855589	-4.1163726	-8.328228	7200	0.493497371673584	9.741780281066895	0.14664620161056519	590.0720825195312	1.5667729377746582	-0.004014087840914726	0.3083333373069763	133.0	40.0	-28.3125	12.478018	-13.1	-44.25	0.0	102.5	1662.475159406662
0	15	-8.525254313151041	0.289745	-5.3888144	-8.569117	7680	0.4035542905330658	75.44445037841797	0.10187423229217529	541.0560302734375	1.4957635402679443	-0.005732397083193064	0.2857142984867096	168.0	40.0	-25.65	19.453049	-0.26999998	-54.76	1.0	90.6	1773.6524677276611
0	16	-8.666139729817708	0.32939488	-4.419684	-8.706754	8160	3.0411481857299805	39.00306701660156	0.13183069229125977	184.0689239501953	1.4061224460601807	-0.017857087776064873	0.0416666679084301	274.0	40.0	-51.70750045776367	15.862313	-27.02	-71.27	0.0	120.0	1883.992151260376
0	17	-9.170726521809895	0.2323812	-6.129106	-9.198899	8640	1.5028795003890991	31.446414947509766	0.12961983680725098	527.1497192382812	1.3919737339019775	-0.007268568966537714	0.22499999403953552	231.0	40.0	-37.712501525878906	17.38978	-20.460001	-65.89	0.0	120.0	1994.4909410476685
0	18	-9.5707275390625	0.29083776	-6.3370805	-9.610309	9120	0.668389081954956	134.5939178466797	0.15376394987106323	207.2432403564453	1.3999642133712769	0.02340749092400074	0.35849055647850037	206.0	40.0	-21.659999084472656	22.726591	1.4100001	-61.68	2.0	85.4	2105.626709461212
0	19	-9.74170633951823	0.25866675	-6.4573903	-9.775387	9600	1.500407338142395	27.783851623535156	0.16351398825645447	997.33740234375	1.2089331150054932	0.019943345338106155	0.39361703395843506	238.0	40.0	-36.02750015258789	27.303064	-4.52	-74.79	0.0	96.5	2216.649240255356
0	20	-9.999617513020834	0.30625388	-6.0306926	-10.040586	10080	0.8353531360626221	25.15380859375	0.12677060067653656	658.0628051757812	1.08502995967865	-0.011107733473181725	0.1666666716337204	208.0	40.0	-24.230000305175782	23.675457	0.36000004	-61.47	2.0	86.0	2327.564163208008
0	21	-10.183989461263021	0.2807416	-6.1870966	-10.214984	10560	2.090794801712036	299.5330810546875	0.15280333161354065	346.7260437011719	1.099609375	0.007252874784171581	0.0	243.0	40.0	-44.994998931884766	17.454954	-17.710001	-65.0	0.0	120.0	2437.86958527565
0	22	-10.624003092447916	0.16405961	-8.333219	-10.641705	11040	1.0613951683044434	101.1521987915039	0.03184402361512184	202.09205627441406	1.0874909162521362	0.019938699901103973	0.02500000037252903	265.0	40.0	-34.48749923706055	11.944156	-22.92	-54.14	0.0	120.0	2548.1834194660187
0	23	-11.030087280273438	0.16632256	-8.624644	-11.0481205	11520	3.9503071308135986	58.956687927246094	0.10546989738941193	580.0778198242188	0.9950127005577087	-0.0004165470600128174	0.02500000037252903	298.0	40.0	-59.845001220703125	18.351826	-29.24	-77.54	0.0	120.0	2658.7052693367004
0	24	-11.647043863932291	0.16950448	-9.52752	-11.664367	12000	1.3176329135894775	5.757035732269287	0.10463960468769073	418.0149841308594	1.0373917818069458	-0.010915013030171394	0.0	207.0	40.0	-36.44499969482422	19.07258	-16.34	-59.67	0.0	120.0	2769.0806560516357
0	25	-12.03963623046875	0.2403165	-8.967875	-12.068048	12480	0.7105953097343445	148.25588989257812	0.07732164114713669	617.2111206054688	0.7214406132698059	-0.03841140493750572	0.1428571492433548	108.0	40.0	-25.744000244140626	19.921606	-1.4099998	-52.53	1.0	90.4	2879.981824874878
0	26	-12.176446533203125	0.28452274	-8.36668	-12.207454	12960	0.9443308711051941	46.4766960144043	0.09107349812984467	449.6524963378906	0.7077019214630127	0.006737255025655031	0.06666667014360428	236.0	40.0	-23.92999839782715	17.104383	-1.3	-47.579998	1.0	97.5	2990.2928223609924
0	27	-12.353849283854167	0.1405137	-10.273629	-12.367681	13440	0.7217949628829956	57.11432647705078	0.029586974531412125	135.68551635742188	0.7025595903396606	-0.006561144255101681	0.14166666567325592	222.0	40.0	-32.962501525878906	12.037295	-16.39	-50.16	0.0	120.0	3100.4875354766846
0	28	-12.60570068359375	0.20409176	-9.816921	-12.629095	13920	0.6865488886833191	113.1966323852539	0.11317110806703568	616.7645263671875	0.7521176338195801	-0.022960908710956573	0.032258063554763794	197.0	40.0	-26.48599853515625	19.978252	-2.49	-53.37	1.0	94.6	3211.3872077465057
0	29	-12.727135213216146	0.18143912	-10.258382	-12.745874	14400	1.489432692527771	306.2145080566406	0.057749804109334946	310.2984619140625	0.7952500581741333	0.02140689454972744	0.008333333767950535	236.0	40.0	-45.89250183105469	7.8031383	-39.11	-59.04	0.0	120.0	3321.657115459442
0	30	-13.117106119791666	0.1401568	-10.911834	-13.13193	14880	0.61042320728302	225.2533416748047	0.1322561651468277	388.1004333496094	0.7246000170707703	0.02394028939306736	0.15000000596046448	241.0	40.0	-28.702499389648438	16.351446	-12.32	-48.78	0.0	113.75	3432.065194129944
0	31	-13.330002848307291	0.16826957	-10.994813	-13.346375	15360	1.2964909076690674	290.8369140625	0.09037764370441437	402.73406982421875	0.7709237933158875	0.00974340084940195	0.03333333507180214	176.0	40.0	-42.2599983215332	10.638447	-31.82	-58.27	0.0	120.0	3544.176440000534
0	32	-13.715143839518229	0.0993604	-12.081074	-13.72476	15840	0.3642808794975281	76.7904281616211	0.09693309664726257	403.6158447265625	0.7591749429702759	0.004700396675616503	0.008333333767950535	156.0	40.0	-28.1200008392334	7.5275927	-16.36	-36.56	0.0	120.0	3655.6650750637054
0	33	-13.993359375	0.13090609	-11.906981	-14.00593	16320	0.8134070634841919	6.2290425300598145	0.10527227818965912	449.0280456542969	0.7757707238197327	0.0013042072532698512	0.05833333358168602	258.0	40.0	-33.71249771118164	10.986312	-19.4	-47.829998	0.0	120.0	3766.0460708141327
0	34	-14.306388346354167	0.15571903	-12.374037	-14.322997	16800	1.6603193283081055	1.573720097541809	0.19947749376296997	1103.28564453125	0.826339066028595	0.0007075071334838867	0.18333333730697632	271.0	40.0	-40.37000274658203	28.181019	-11.559999	-73.81	1.0	113.0	3876.657623767853
0	35	-14.570591227213542	0.1425007	-12.936931	-14.584738	17280	0.8150140047073364	60.07994842529297	0.1890086829662323	466.09332275390625	0.8255234360694885	-0.004821745678782463	0.05000000074505806	333.0	40.0	-35.28499984741211	14.658601	-15.02	-55.989998	0.0	120.0	3986.789391517639
0	36	-14.878253173828124	0.19423212	-12.365448	-14.897282	17760	3.3480336666107178	415.57891845703125	0.15707911550998688	639.4072265625	0.9173679351806641	-0.0006763776182197034	0.0	325.0	40.0	-62.11000061035156	16.705746	-40.31	-84.93	0.0	120.0	4097.04834151268
0	37	-15.503922526041666	0.08979725	-13.996895	-15.512277	18240	0.24260446429252625	22.719791412353516	0.04493767023086548	296.86737060546875	1.013170838356018	-0.00011264284694334492	0.01666666753590107	177.0	40.0	-28.329998016357422	6.7454834	-21.8	-39.44	0.0	120.0	4207.311415910721
0	38	-15.80323486328125	0.13690881	-13.796918	-15.816504	18720	1.0164122581481934	58.4929313659668	0.19205279648303986	754.98583984375	1.100790023803711	-0.014723451808094978	0.13333334028720856	301.0	40.0	-40.56500244140625	13.706882	-21.91	-54.18	0.0	120.0	4317.612756729126
0	39	-16.131947835286457	0.15714858	-13.852701	-16.149857	19200	1.6014806032180786	248.7442626953125	0.1915140300989151	380.7183837890625	1.1114031076431274	0.03252453729510307	0.07894736528396606	229.0	40.0	-32.881997680664064	31.928778	0.42000002	-78.99	1.0	83.2	4428.485269784927
0	40	-16.28653767903646	0.111239456	-14.583911	-16.298323	19680	1.3319975137710571	128.22036743164062	0.1968747228384018	841.1953125	1.1886165142059326	0.02868540771305561	0.06410256773233414	163.0	40.0	-34.97249984741211	23.340067	-6.0	-65.84	0.0	100.5	4538.7908799648285
0	41	-16.522372436523437	0.08842575	-14.99611	-16.530678	20160	1.2135076522827148	133.43133544921875	0.055545054376125336	462.8038024902344	1.1297153234481812	0.015575576573610306	0.0	200.0	40.0	-38.220001220703125	16.468863	-11.2	-54.95	0.0	120.0	4648.831877946854
0	42	-16.8638427734375	0.14016534	-15.1262665	-16.878994	20640	1.4416964054107666	228.7477264404297	0.1631947159767151	561.998046875	1.1916286945343018	-0.05218876898288727	0.23529411852359772	203.0	40.0	-41.912498474121094	24.947239	-6.4	-76.85	0.0	98.5	4759.13613820076
0	43	-17.119138590494792	0.13682216	-14.746372	-17.13049	21120	2.117278575897217	165.80250549316406	0.1421077698469162	370.1332092285156	1.140835165977478	0.004467478487640619	0.02500000037252903	259.0	40.0	-53.78499984741211	16.258635	-36.89	-80.64	0.0	120.0	4869.220679759979
0	44	-17.618062337239582	0.109261826	-16.103529	-17.628393	21600	0.6350056529045105	100.28385162353516	0.07952019572257996	589.0126953125	1.1629219055175781	-0.0015511284582316875	0.0	209.0	40.0	-37.902503967285156	10.21255	-25.59	-48.79	0.0	120.0	4979.364974975586
0	45	-17.997265625	0.077207364	-16.958057	-18.005455	22080	0.4302549362182617	285.6138000488281	0.13018769025802612	660.5584106445312	0.8885651230812073	-0.059323035180568695	0.11999999731779099	189.0	40.0	-27.957500457763672	19.598816	-1.2900001	-48.69	0.0	96.25	5089.6353051662445
0	46	-18.066524251302084	0.0979272	-16.73541	-18.075893	22560	0.21186316013336182	6.301397323608398	0.10709888488054276	307.7200012207031	0.7635731101036072	-0.021130293607711792	0.05000000074505806	302.0	40.0	-29.022499084472656	11.519466	-12.78	-43.510002	0.0	120.0	5199.744163036346
0	47	-18.192132568359376	0.11537877	-16.327568	-18.20282	23040	0.6977554559707642	25.53809928894043	0.05817751958966255	204.35589599609375	0.7529048919677734	-0.002094320487231016	0.008333333767950535	233.0	40.0	-37.95500183105469	12.270886	-22.62	-56.62	0.0	120.0	5310.08683848381
0	48	-18.490519205729168	0.08625321	-17.25562	-18.498314	23520	0.4367389976978302	0.4807405173778534	0.11127730458974838	931.830810546875	0.7661563754081726	-0.005370499566197395	0.0416666679084301	186.0	40.0	-34.220001220703125	11.230071	-19.33	-45.75	0.0	120.0	5420.024721622467
0	49	-18.75204060872396	0.077406	-17.736322	-18.759527	24000	0.6496902108192444	244.1099090576172	0.1789863407611847	896.5512084960938	0.7801429629325867	0.003402185393497348	0.0	282.0	40.0	-33.74749755859375	18.320997	-13.7300005	-61.94	0.0	120.0	5530.0903403759
0	50	-18.973085530598958	0.11511265	-16.797352	-18.981678	24480	0.4663993716239929	6.6773834228515625	0.13069529831409454	330.31341552734375	0.787099301815033	0.008131800219416618	0.1666666716337204	207.0	40.0	-39.432498931884766	8.273809	-28.99	-50.55	0.0	120.0	5640.460339784622
0	51	-19.244761149088543	0.106697895	-17.689716	-19.25664	24960	0.8429253101348877	395.2004699707031	0.08260661363601685	547.2236328125	0.825451672077179	-0.021383916959166527	0.20000000298023224	219.0	40.0	-21.386000061035155	18.99002	1.05	-47.43	2.0	87.4	5751.337004899979
0	52	-19.149564615885417	0.09813459	-17.682682	-19.15841	25440	0.8543960452079773	2.666086435317993	0.1703522652387619	888.241943359375	0.853224515914917	0.00042970478534698486	0.03333333507180214	211.0	40.0	-43.6349983215332	10.800086	-26.03	-54.05	0.0	120.0	5861.503717184067
0	53	-19.420465087890626	0.10592345	-18.046148	-19.431387	25920	0.4783373773097992	1.4223469495773315	0.10262234508991241	385.10296630859375	0.8229471445083618	0.013021867722272873	0.03333333507180214	146.0	40.0	-17.247499465942383	8.926383	-3.1699998	-26.81	0.0	97.0	5971.678532600403
0	54	-19.445393880208332	0.07879303	-17.977833	-19.451935	26400	0.42241647839546204	9.82579231262207	0.06982534378767014	232.31069946289062	0.7485654950141907	-0.002071532653644681	0.008333333767950535	184.0	40.0	-37.40999984741211	12.299384	-23.54	-57.21	0.0	120.0	6082.161216974258
0	55	-19.624556477864584	0.06589385	-18.667868	-19.63088	26880	1.0755231380462646	285.2825012207031	0.07118584960699081	628.2012939453125	0.6420871019363403	0.020756861194968224	0.10000000149011612	143.0	40.0	-40.74500274658203	17.713478	-15.32	-62.78	0.0	120.0	6192.739719390869
0	56	-19.963743082682292	0.10234869	-18.783932	-19.974733	27360	0.7783576846122742	135.5388946533203	0.0734659805893898	580.8438110351562	0.6539729833602905	-0.0009813745273277164	0.0	168.0	40.0	-25.575000762939453	16.947512	-9.27	-52.18	1.0	109.5	6303.349322795868
0	57	-20.014908854166666	0.11501783	-18.077211	-20.026049	27840	0.39451780915260315	1.3494294881820679	0.07140569388866425	425.7199401855469	0.5633089542388916	0.008479679003357887	0.05833333358168602	120.0	40.0	-17.212501525878906	5.057501	-9.31	-23.41	1.0	104.5	6413.868195772171
0	58	-19.827742513020834	0.12556276	-17.925951	-19.840734	28320	1.3912614583969116	424.7703552246094	0.11345303803682327	710.4840087890625	0.454261839389801	-0.03132964298129082	0.0476190485060215	199.0	40.0	-30.433999633789064	25.748405	1.9200001	-63.03	2.0	86.2	6524.610367774963
0	59	-19.736954752604166	0.09571408	-18.318535	-19.745867	28800	0.5481445789337158	4.3001179695129395	0.13459469377994537	247.4069061279297	0.41563403606414795	-0.005749555304646492	0.0	259.0	40.0	-32.80500030517578	17.618177	-17.03	-62.64	0.0	120.0	6634.678905725479
0	60	-19.89744873046875	0.11505273	-17.800673	-19.906641	29280	1.0811913013458252	12.614401817321777	0.11469587683677673	819.9266357421875	0.41215935349464417	-0.0012346009025350213	0.01666666753590107	330.0	40.0	-47.474998474121094	11.474812	-29.37	-59.989998	0.0	120.0	6744.803619384766
0	61	-20.341385904947916	0.103234544	-18.645761	-20.35056	29760	1.0571478605270386	104.01102447509766	0.15485863387584686	804.5194702148438	0.43823811411857605	0.00626567006111145	0.0	296.0	40.0	-45.459999084472656	17.297886	-17.85	-65.62	0.0	120.0	6854.93264746666
0	62	-20.784716796875	0.08471281	-19.760914	-20.792755	30240	0.6951212286949158	137.14923095703125	0.15713311731815338	526.73388671875	0.452897846698761	0.0031113186851143837	0.008333333767950535	380.0	40.0	-41.70249938964844	13.653089	-19.0	-55.24	0.0	120.0	6965.967251062393
