AgentID	Epoch	MeanVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	loss_policy	loss_critic	loss_predictor	LocLoss	Entropy	kl_divergence	ClipFrac	OutOfBound	stop_iteration	MeanEpRet	StdEpRet	MaxEpRet	MinEpRet	DoneCount	EpLen	Time
0	0	0.1427165985107422	0.025337545	0.22508825	0.06348186	480	13.36913013458252	1549.1217041015625	0.08897267282009125	622.7971801757812	2.0674118995666504	-0.0022638707887381315	0.0	30.0	40.0	-53.79249954223633	9.119456	-40.76	-66.32	0.0	120.0	42.4486346244812
0	1	-0.09156630833943685	0.04371664	0.044163324	-0.23068576	960	7.689708709716797	990.586181640625	0.1382104754447937	610.223876953125	2.0639808177948	0.009397611953318119	0.07500000298023224	21.0	40.0	-38.9375	10.785626	-29.99	-57.38	0.0	120.0	84.13283610343933
0	2	-0.6596043904622396	0.0966163	-0.1749025	-0.86891603	1440	2.8467795848846436	391.5562438964844	0.09023942053318024	574.6011352539062	2.0462112426757812	0.01028893981128931	0.2083333283662796	0.0	40.0	-25.584999084472656	5.975025	-15.66	-30.56	0.0	120.0	126.03305888175964
0	3	-1.7358084360758463	0.21899134	-0.36564344	-1.919795	1920	2.118732213973999	425.3183288574219	0.02916192263364792	203.6321258544922	2.02649188041687	0.018735559657216072	0.15833333134651184	20.0	40.0	-24.889999389648438	6.394142	-15.139999	-33.09	0.0	120.0	167.8631889820099
0	4	-2.791315205891927	0.24771821	-0.7147901	-2.923313	2400	9.896265029907227	1111.7767333984375	0.14866229891777039	338.7674255371094	2.0456161499023438	0.006145627237856388	0.09166666865348816	40.0	40.0	-49.779998779296875	16.01364	-23.06	-64.46	0.0	120.0	209.46196746826172
0	5	-3.938176981608073	0.2576451	-1.3730385	-4.0054693	2880	11.131246566772461	2107.097412109375	0.1392672061920166	397.668701171875	2.0066161155700684	0.024380095303058624	0.23333333432674408	37.0	40.0	-53.79750061035156	15.210816	-28.66	-69.33	0.0	120.0	251.136864900589
0	6	-4.792753601074219	0.36082056	-1.4727496	-4.867948	3360	8.571836471557617	1245.002685546875	0.10335447639226913	835.5991821289062	2.0001306533813477	-0.13883750140666962	0.1428571492433548	77.0	40.0	-32.73250198364258	22.565374	1.4	-62.06	1.0	93.5	293.03325057029724
0	7	-5.490823364257812	0.28082976	-2.5497916	-5.5349154	3840	7.370784759521484	998.038818359375	0.21841640770435333	642.4092407226562	1.9443784952163696	0.02657337673008442	0.23333333432674408	69.0	40.0	-44.65250015258789	21.983305	-16.41	-76.94	0.0	120.0	334.9423589706421
0	8	-5.992793273925781	0.37143704	-2.4161975	-6.052808	4320	2.53010892868042	472.4555358886719	0.13731764256954193	960.4520263671875	1.895565390586853	-0.010114418342709541	0.10000000149011612	105.0	40.0	-24.162498474121094	18.7461	-9.849999	-56.35	1.0	106.5	376.71764278411865
0	9	-6.344427998860677	0.319199	-2.1745915	-6.3914766	4800	0.26141253113746643	61.14641571044922	0.02870226465165615	158.5203094482422	1.852112054824829	0.023129750043153763	0.15000000596046448	86.0	40.0	-15.38749885559082	9.892985	-0.9799999	-28.82	1.0	98.0	418.5352771282196
0	10	-6.53739013671875	0.3241983	-2.839513	-6.581976	5280	11.980127334594727	961.7340087890625	0.1296742856502533	156.9861297607422	1.8985873460769653	-0.005829082801938057	0.13333334028720856	163.0	40.0	-53.82749938964844	19.752369	-20.49	-68.83	0.0	120.0	460.2240469455719
0	11	-7.113335673014323	0.29207522	-3.7109709	-7.1512685	5760	1.8467180728912354	254.63223266601562	0.15387454628944397	332.77642822265625	1.8310304880142212	0.03977382928133011	0.10000000149011612	100.0	40.0	-28.297500610351562	9.031319	-15.4	-40.34	0.0	120.0	501.78692293167114
0	12	-7.435901896158854	0.343938	-3.920526	-7.4874706	6240	1.0183581113815308	155.9188232421875	0.1593739241361618	902.9138793945312	1.7756812572479248	0.017584729939699173	0.27941176295280457	146.0	40.0	-17.331999206542967	17.210865	0.41000003	-47.01	2.0	82.4	543.7373485565186
0	13	-7.678068033854166	0.3122136	-3.9929721	-7.7167535	6720	2.159291982650757	367.5770263671875	0.06496381759643555	163.49769592285156	1.7466601133346558	0.015823904424905777	0.2916666567325592	169.0	40.0	-30.619998931884766	8.104877	-22.01	-41.079998	0.0	120.0	585.5512909889221
0	14	-7.959621175130208	0.3544534	-4.354367	-8.011234	7200	2.042909860610962	395.9325256347656	0.12062627822160721	175.166259765625	1.6183993816375732	-0.000807322037871927	0.15833333134651184	140.0	40.0	-22.952000427246094	22.63085	0.13000003	-52.22	2.0	81.8	627.417911529541
0	15	-8.298368326822917	0.28889874	-4.1843667	-8.331987	7680	5.667993068695068	466.8348693847656	0.13450957834720612	498.09051513671875	1.6216824054718018	-0.017986616119742393	0.25	225.0	40.0	-41.81500244140625	20.11549	-19.16	-68.3	0.0	120.0	668.9565026760101
0	16	-8.7494140625	0.31961554	-5.123726	-8.790953	8160	3.369901657104492	213.85833740234375	0.11456998437643051	719.5007934570312	1.5152150392532349	0.022433673962950706	0.17499999701976776	183.0	40.0	-30.38249969482422	25.390043	0.72	-66.14	1.0	94.0	710.8287196159363
