AgentID	Epoch	MeanEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	MeanVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	loss_policy	loss_critic	loss_predictor	LocLoss	Entropy	kl_divergence	ClipFrac	DoneCount	OutOfBound	stop_iteration	Time
1	0	-22.752498626708984	12.514181	-7.66	-41.63	111.0	0.043837904930114746	0.0018803139	0.049474604	0.039842732	480	0.04139550402760506	30.63084602355957	0.0	0.0	2.0740513801574707	0.004780501127243042	0.04954954981803894	0.5	2.5	39.0	341.34246349334717
1	1	-24.417499542236328	11.582011	-7.59	-36.47	113.75	-16.400628662109376	6.550889	-5.5213456	-27.667982	960	-0.013025830499827862	9.451905250549316	0.0	0.0	2.06465482711792	0.00873008742928505	0.20659340918064117	0.5	12.5	39.0	507.3034451007843
1	2	-12.914999008178711	11.39	-2.37	-31.31	98.5	-20.987642415364583	1.2445763	-17.945736	-24.073208	1440	0.006281649228185415	8.28651237487793	0.0	0.0	2.0392465591430664	0.014019467867910862	0.27411168813705444	0.5	7.75	39.0	650.5276744365692
1	3	-30.327499389648438	6.486125	-24.0	-40.31	120.0	-14.88389892578125	0.78811496	-13.500989	-16.412384	1920	-0.031648557633161545	9.274066925048828	0.0	0.0	2.0578320026397705	0.026308836415410042	0.17083333432674408	0.0	89.0	39.0	825.9672329425812
1	4	-24.357500076293945	7.107621	-14.51	-34.510002	120.0	-23.009130859375	0.53590006	-22.054718	-24.744844	2400	-0.03500419110059738	7.113282680511475	0.0	0.0	2.0446345806121826	0.01659846305847168	0.1979166716337204	0.0	38.0	39.0	1002.6500816345215
1	5	-12.772499084472656	11.033323	-2.07	-30.94	106.75	-20.947939046223958	0.59522426	-19.975431	-22.689316	2880	-0.1502724140882492	18.32004737854004	0.0	0.0	2.0272090435028076	0.01420204434543848	0.2107728272676468	0.3333333333333333	9.0	39.0	1158.2980797290802
1	6	-13.838333129882812	15.929006	0.03000002	-43.6	77.0	-12.378323364257813	0.85015154	-10.255999	-14.49843	3360	-0.024443332105875015	12.020488739013672	0.0	0.0	2.0109667778015137	0.011235174722969532	0.2380952388048172	0.4	0.2	39.0	1329.4756886959076
1	7	-20.790000915527344	4.4953146	-13.05	-23.960001	120.0	-16.914029947916667	3.078844	-11.839087	-23.34843	3840	-0.0224177073687315	1.5638302564620972	0.0	0.0	2.040196180343628	0.016522374004125595	0.13750000298023224	0.0	32.0	39.0	1504.8622255325317
1	8	-17.887500762939453	10.810815	0.2700001	-27.66	106.0	-16.661668904622395	2.2036934	-11.320157	-22.422592	4320	-0.15088671445846558	4.356825351715088	0.0	0.0	2.048151969909668	0.009512375108897686	0.22641509771347046	0.0	15.5	39.0	1673.4921638965607
1	9	-16.745999145507813	10.327513	0.29000002	-26.78	94.6	-16.501244099934897	3.2746694	-10.177639	-23.260946	4800	0.013083218596875668	5.145946025848389	0.0	0.0	2.0312039852142334	0.0017383713275194168	0.1818181872367859	0.6666666666666666	21.333333333333332	39.0	1852.4839279651642
1	10	-13.992500305175781	9.183979	-3.4199998	-25.71	104.5	-11.102259318033854	3.3935063	-1.9076335	-17.562347	5280	-0.11135511845350266	3.3251235485076904	0.0	0.0	2.0509867668151855	0.015802685171365738	0.17703349888324738	0.0	8.0	39.0	2004.8136129379272
1	11	-16.787498474121094	8.732277	-2.7	-25.23	100.5	-15.389211018880209	1.2147473	-12.309309	-17.87296	5760	-0.08049216866493225	2.791273355484009	0.0	0.0	2.0260326862335205	0.03373068571090698	0.29104477167129517	0.0	18.5	39.0	2160.735860347748
1	12	-11.205999755859375	6.858751	0.53000003	-19.63	94.2	-16.7376220703125	1.4906292	-13.029514	-20.003725	6240	-0.0525863841176033	1.9751453399658203	0.0	0.0	2.002384662628174	0.014458459801971912	0.2675159275531769	0.3333333333333333	8.666666666666666	39.0	2333.0813241004944
1	13	-16.975000381469727	11.7243595	1.3000001	-30.9	93.25	-14.161109415690104	1.2419745	-11.764751	-17.084688	6720	-0.034767407923936844	1.4799761772155762	0.0	0.0	1.9972280263900757	0.007556740660220385	0.20375335216522217	0.5	14.0	39.0	2469.0204277038574
1	14	-6.704999923706055	6.9247403	3.3400002	-13.7	92.25	-19.600565592447918	1.1531706	-14.759786	-22.112059	7200	-0.2561025023460388	1.9171262979507446	0.0	0.0	1.9464560747146606	-0.008046974427998066	0.3685636818408966	0.6666666666666666	17.333333333333332	39.0	2603.275773048401
1	15	-15.129999160766602	7.138445	-7.19	-26.71	118.0	-8.74591064453125	1.4994892	-5.8450522	-11.98192	7680	-0.04370005801320076	4.443471431732178	0.0	0.0	1.8829678297042847	0.01853739283978939	0.33898305892944336	0.5	55.5	39.0	2776.90447807312
1	16	-9.295000076293945	9.952905	1.0600001	-24.64	77.66666666666667	-17.024685668945313	2.2030816	-7.8044643	-20.907726	8160	-0.010449253022670746	2.5298011302948	0.0	0.0	1.8473762273788452	0.007779157720506191	0.18669527769088745	0.6	6.2	39.0	2959.6328797340393
1	17	-24.817501068115234	10.765933	-14.52	-42.87	120.0	-11.63557637532552	2.3165665	-6.582205	-15.890483	8640	-0.05685853585600853	8.040159225463867	0.0	0.0	1.9205379486083984	0.027843378484249115	0.33541667461395264	0.0	65.0	39.0	3135.9172666072845
1	18	-11.608000183105469	11.154114	2.3600001	-24.57	84.8	-19.388077799479166	4.836868	-5.761575	-25.374666	9120	-0.015608884394168854	3.675863027572632	0.0	0.0	1.7484359741210938	0.02684689685702324	0.2971698045730591	0.5	25.75	39.0	3290.0834443569183
1	19	-13.844999313354492	8.672248	-1.4	-23.38	106.75	-16.066023763020834	2.6502883	-10.789325	-20.62076	9600	-0.12808234989643097	3.784104824066162	0.0	0.0	1.8563603162765503	0.0389544814825058	0.3981264531612396	0.5	43.0	39.0	3445.405962228775
1	20	-9.459999084472656	9.88002	2.8400002	-20.119999	94.5	-14.43707987467448	3.2141144	-8.341556	-23.268257	10080	-0.18869610130786896	3.5116331577301025	0.0	0.0	1.8576463460922241	0.002438957104459405	0.3333333432674408	0.3333333333333333	11.0	39.0	3583.1729447841644
1	21	-24.75749969482422	7.3866477	-14.67	-32.78	120.0	-10.423288981119791	2.4164486	-4.2206154	-14.182666	10560	-0.07038240879774094	5.074388027191162	0.0	0.0	1.8700809478759766	0.04136120155453682	0.34166666865348816	0.0	25.0	39.0	3759.3820888996124
1	22	-8.672000122070312	6.2420425	0.55	-15.28	91.8	-23.861149088541666	2.9839704	-17.690115	-29.507584	11040	-0.06067974865436554	5.394238471984863	0.0	0.0	1.9241598844528198	0.01977032609283924	0.21568627655506134	0.3333333333333333	10.666666666666666	39.0	3926.6888267993927
1	23	-13.359999656677246	8.2670765	-2.02	-22.11	111.25	-11.2756103515625	0.85892713	-9.212948	-13.3200035	11520	-0.06414587795734406	6.063187599182129	0.0	0.0	1.696379542350769	0.022799978032708168	0.3280898928642273	0.3333333333333333	25.333333333333332	39.0	4088.682781457901
1	24	-17.747499465942383	7.3743825	-11.25	-30.25	115.5	-13.864744059244792	2.4153857	-7.912409	-17.931055	12000	-0.012560533359646797	5.439349174499512	0.0	0.0	1.6366534233093262	0.014353237114846706	0.3008657991886139	0.5	18.0	39.0	4259.533501148224
1	25	-9.572000122070312	8.07138	0.96000004	-16.97	92.2	-14.0480224609375	2.0697925	-10.942234	-18.544956	12480	-0.037280160933732986	3.4225733280181885	0.0	0.0	1.7073371410369873	0.023663029074668884	0.31453362107276917	0.3333333333333333	33.333333333333336	39.0	4428.750913143158
1	26	-15.585000038146973	5.3582573	-10.0	-23.99	120.0	-10.338301595052084	0.99607486	-8.432983	-12.997717	12960	-0.06735672056674957	4.884566783905029	0.0	0.0	1.6356556415557861	0.03850923478603363	0.4000000059604645	0.0	42.0	39.0	4605.69523191452
1	27	-15.460000038146973	8.383272	-2.6999998	-22.99	111.75	-14.043833414713541	1.5301695	-10.790851	-17.595259	13440	0.1147637590765953	4.614558219909668	0.0	0.0	1.7051972150802612	0.019093800336122513	0.4026845693588257	0.5	19.5	39.0	4767.923127651215
1	28	-12.195000648498535	5.326526	-7.34	-20.460001	116.5	-12.331719970703125	1.5943501	-6.571218	-15.549438	13920	-0.05904253199696541	3.2453296184539795	0.0	0.0	1.6421594619750977	0.0230628103017807	0.28969958424568176	0.5	25.5	39.0	4937.105240821838
1	29	-19.517499923706055	13.448463	-2.4299998	-38.91	100.5	-9.983833821614583	1.2333852	-8.071441	-13.267035	14400	-0.13600094616413116	4.097740650177002	0.0	0.0	1.3822494745254517	0.0048942905850708485	0.30099502205848694	0.3333333333333333	52.333333333333336	39.0	5083.230520248413
1	30	-14.694999694824219	7.918954	-2.8899999	-24.57	104.0	-17.669303385416665	4.568289	-9.559943	-25.61526	14880	0.044177327305078506	3.6578783988952637	0.0	0.0	1.7494522333145142	0.05467979982495308	0.38942307233810425	0.5	7.5	39.0	5237.576859712601
