AgentID	Epoch	MeanEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	MeanVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	loss_policy	loss_critic	loss_predictor	LocLoss	Entropy	kl_divergence	ClipFrac	DoneCount	OutOfBound	stop_iteration	Time
2	0	-22.752498626708984	12.514181	-7.66	-41.63	111.0	0.04396973450978597	0.0019285	0.049244255	0.039802413	480	0.04069896042346954	14.181771278381348	0.0	0.0	2.0464916229248047	0.0060979765839874744	0.04954954981803894	0.5	1.5	39.0	341.34377884864807
2	1	-24.417499542236328	11.582011	-7.59	-36.47	113.75	-18.597831217447915	6.8491063	-5.523516	-27.676506	960	-0.0204143188893795	8.567028045654297	0.0	0.0	2.004573345184326	0.00932773295789957	0.18901099264621735	0.5	17.5	39.0	507.30477929115295
2	2	-12.914999008178711	11.39	-2.37	-31.31	98.5	-20.150510660807292	1.5151031	-16.49012	-24.171505	1440	-0.09817732125520706	11.59676742553711	0.0	0.0	1.9749926328659058	-0.013224020600318909	0.14974619448184967	0.75	0.0	39.0	650.529034614563
2	3	-30.327499389648438	6.486125	-24.0	-40.31	120.0	-14.879020182291667	0.79612696	-13.500989	-16.432405	1920	-0.03906305879354477	8.434077262878418	0.0	0.0	1.9446064233779907	0.020792923867702484	0.2958333194255829	0.0	9.0	39.0	825.9685859680176
2	4	-24.357500076293945	7.107621	-14.51	-34.510002	120.0	-23.00743408203125	0.5393496	-22.076588	-24.744844	2400	-0.03736097365617752	6.411192893981934	0.0	0.0	1.925087571144104	0.021643847227096558	0.2083333283662796	0.0	9.0	39.0	1002.6513950824738
2	5	-12.772499084472656	11.033323	-2.07	-30.94	106.75	-21.31224365234375	0.5125462	-20.177229	-22.6908	2880	-0.17489244043827057	14.092193603515625	0.0	0.0	1.899972915649414	0.023509273305535316	0.33957844972610474	0.6666666666666666	8.0	39.0	1158.2994453907013
2	6	-13.838333129882812	15.929006	0.03000002	-43.6	77.0	-12.4355224609375	1.2678401	-9.775291	-14.97445	3360	-0.02100827544927597	8.769225120544434	0.0	0.0	1.9230639934539795	0.018884293735027313	0.2532467544078827	0.8	3.2	39.0	1329.4770903587341
2	7	-20.790000915527344	4.4953146	-13.05	-23.960001	120.0	-16.790700276692707	3.0382116	-11.660475	-23.34843	3840	-0.042071785777807236	1.3750497102737427	0.0	0.0	1.9790403842926025	0.018977263942360878	0.21458333730697632	0.0	7.0	39.0	1504.8635818958282
2	8	-17.887500762939453	10.810815	0.2700001	-27.66	106.0	-17.044688924153647	2.1542978	-12.482841	-22.384474	4320	-0.07579656690359116	2.8300821781158447	0.0	0.0	1.8880648612976074	0.017197247594594955	0.3254716992378235	0.5	1.0	39.0	1673.493634223938
2	9	-16.745999145507813	10.327513	0.29000002	-26.78	94.6	-15.601686604817708	2.7121217	-7.1081204	-23.031828	4800	-0.015423155389726162	2.053041696548462	0.0	0.0	1.8275331258773804	0.024005794897675514	0.3065539002418518	0.6666666666666666	12.0	39.0	1852.4853146076202
2	10	-13.992500305175781	9.183979	-3.4199998	-25.71	104.5	-10.887657674153646	3.3550475	-2.2909098	-17.392683	5280	-0.15148338675498962	2.88789701461792	0.0	0.0	1.8420952558517456	0.00492438767105341	0.4114832580089569	1.0	4.0	39.0	2004.8150091171265
2	11	-16.787498474121094	8.732277	-2.7	-25.23	100.5	-15.093231201171875	1.1790581	-12.250524	-17.846102	5760	-0.15151110291481018	2.306088924407959	0.0	0.0	1.8893945217132568	0.009084844030439854	0.3283582031726837	0.5	15.5	39.0	2160.7372353076935
