AgentID	Epoch	MeanEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	MeanVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	loss_policy	loss_critic	loss_predictor	LocLoss	Entropy	kl_divergence	ClipFrac	DoneCount	OutOfBound	stop_iteration	Time
0	0	-53.755001068115234	10.893065	-38.0	-63.96	120.0	0.04129310448964437	0.0023933246	0.045295734	0.0363799	480	-0.010804825462400913	225.34397888183594	0.0	0.0	2.060708522796631	0.026498189195990562	0.16249999403953552	0.0	27.0	39.0	208.928364276886
0	1	-32.38750076293945	9.854153	-17.73	-44.43	120.0	-37.41993001302083	3.044517	-30.906914	-43.794724	960	-0.008477997966110706	24.748933792114258	0.0	0.0	2.062530755996704	0.005037172231823206	0.0	0.0	4.0	39.0	307.91505122184753
0	2	-54.65250015258789	13.839906	-39.2	-72.83	120.0	-33.697434488932295	1.8725953	-29.0139	-37.902992	1440	-0.015303686261177063	33.599849700927734	0.0	0.0	2.0590384006500244	-0.0005311772110871971	0.02916666679084301	0.0	34.0	39.0	401.2961211204529
0	3	-42.96249771118164	5.37245	-36.82	-51.48	120.0	-43.99051106770833	3.0986416	-37.642082	-49.512672	1920	-0.0250127911567688	31.317646026611328	0.0	0.0	2.0505564212799072	0.001620608032681048	0.05833333358168602	0.0	15.0	39.0	498.82302165031433
0	4	-44.810001373291016	13.460088	-30.28	-64.65	120.0	-36.90675455729167	3.0754583	-32.6992	-42.287758	2400	-0.029801122844219208	28.938444137573242	0.0	0.0	2.0292842388153076	0.014985225163400173	0.26249998807907104	0.0	35.0	39.0	591.2857575416565
0	5	-40.25749969482422	12.597758	-24.42	-53.56	120.0	-38.74974772135417	1.8779392	-34.964794	-41.680344	2880	-0.040930863469839096	39.22142791748047	0.0	0.0	1.9784411191940308	0.012908559292554855	0.3187499940395355	0.0	49.0	39.0	685.6762096881866
0	6	-35.13750076293945	10.108971	-25.710001	-51.899998	120.0	-34.04205322265625	1.8347327	-30.958883	-38.068367	3360	-0.040460847318172455	15.064780235290527	0.0	0.0	1.952332854270935	0.010292630642652512	0.1770833283662796	0.0	7.0	39.0	781.0189635753632
0	7	-37.55500030517578	14.545655	-24.44	-60.26	120.0	-30.926481119791667	0.85380936	-28.880032	-32.759335	3840	-0.043027982115745544	48.07107925415039	0.0	0.0	1.9515002965927124	-0.00212646322324872	0.30416667461395264	0.0	10.0	39.0	876.3215038776398
0	8	-36.95249938964844	15.525265	-25.15	-63.6	120.0	-32.98175252278646	1.3061924	-30.891975	-35.306587	4320	-0.036879267543554306	24.862091064453125	0.0	0.0	1.974273443222046	0.009712444618344307	0.3333333432674408	0.0	4.0	39.0	973.4363086223602
0	9	-22.135000228881836	4.442013	-16.92	-28.76	118.0	-28.299562581380208	0.68094593	-27.400604	-29.90744	4800	-0.06762657314538956	13.63760757446289	0.0	0.0	1.8924317359924316	0.006018306128680706	0.35169491171836853	0.5	7.5	39.0	1066.9830923080444
0	10	-37.375	15.647861	-19.05	-58.34	120.0	-20.992362467447915	0.5986076	-20.019804	-22.619698	5280	-0.041944872587919235	41.462425231933594	0.0	0.0	1.9123109579086304	0.024099893867969513	0.26875001192092896	0.0	49.0	39.0	1161.1837203502655
0	11	-23.667499542236328	9.607482	-12.59	-39.05	115.75	-29.677907307942707	0.8667376	-28.106117	-31.575329	5760	-0.10349410772323608	12.641332626342773	0.0	0.0	1.7775516510009766	0.03189798817038536	0.4665226638317108	0.5	21.0	39.0	1251.599544286728
0	12	-25.13249969482422	14.763654	-0.73999995	-38.78	95.75	-22.78914794921875	1.5996099	-20.404097	-25.952574	6240	-0.0003611898282542825	20.38854217529297	0.0	0.0	1.7239782810211182	0.027557916939258575	0.33942559361457825	0.5	23.0	39.0	1326.461626291275
0	13	-28.892499923706055	9.664403	-13.38	-37.65	120.0	-25.16463826497396	0.51210743	-23.91103	-26.15724	6720	-0.048295196145772934	27.89931297302246	0.0	0.0	1.865993857383728	0.01877828873693943	0.25	0.0	59.0	39.0	1420.3458411693573
